Compañía;País;Tipo;Ramo;Subramo;Moneda local; USD ;Año;Tasa de Cambio;AFILIADO
ACE;Ecuador;Siniestros;Cascos;;0;0;2010;1;NO AFILIADOS
ACE;México;Primas;Carga;;495.867.000;26.534.547;2016;18,6876;NO AFILIADOS
ACE;México;Primas;Cascos;;495.867.000;26.534.547;2016;18,6876;NO AFILIADOS
ACE;México;Siniestros;Carga;;341.124.000;18.254.029;2016;18,6876;NO AFILIADOS
ACE;México;Primas;Carga;;410.256.266;25.876.858;2015;15,85417589;NO AFILIADOS
ACE;México;Siniestros;Carga;;286.461.999;18.068.552;2015;15,85417589;NO AFILIADOS
HANSEATICA;Argentina;Siniestros;Carga;;2.085.950.450;7.047.628;2023;295,9791;AFILIADO
ACE;México;Primas;Carga;;292.258.000;21.969.033;2014;13,30317968;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;Siniestros;Carga;;63.535.081;214.661;2023;295,9791;AFILIADO
ACE;México;Siniestros;Carga;;227.701.000;17.116.284;2014;13,30317968;NO AFILIADOS
ACE;México;Primas;Carga;;344.400.000;26.982.927;2013;12,7636263;NO AFILIADOS
ACE;México;Primas;Carga;;27.029.014;2.117.659;2013;12,7636263;NO AFILIADOS
ACE;México;Primas;RC;;4.310.000;337.678;2013;12,7636263;NO AFILIADOS
ACE;México;Primas;RC;;338.255;26.501;2013;12,7636263;NO AFILIADOS
ACE;México;Siniestros;Carga;;230.781.000;18.081.147;2013;12,7636263;NO AFILIADOS
MERIDIONAL;Argentina;Siniestros;Carga;;-357.381.011;-1.207.454;2023;295,9791;AFILIADO
ACE;México;Siniestros;Carga;;18.112.030;1.419.035;2013;12,7636263;NO AFILIADOS
NACION;Argentina;Siniestros;Carga;;1.571.133.196;5.308.257;2023;295,9791;AFILIADO
ACE;México;Siniestros;RC;;187.000;14.651;2013;12,7636263;NO AFILIADOS
ACE;México;Siniestros;RC;;14.676;1.150;2013;12,7636263;NO AFILIADOS
ACE;México;Primas;Carga;;329.046.000;24.872.769;2012;13,22916667;NO AFILIADOS
ACE;México;Primas;Carga;;24.872.769;1.880.146;2012;13,22916667;NO AFILIADOS
ACE;México;Primas;RC;;4.585.000;346.583;2012;13,22916667;NO AFILIADOS
ACE;México;Primas;RC;;346.583;26.198;2012;13,22916667;NO AFILIADOS
ACE;México;Siniestros;Carga;;271.476.000;20.521.020;2012;13,22916667;NO AFILIADOS
ACE;México;Siniestros;Carga;;20.521.020;1.551.195;2012;13,22916667;NO AFILIADOS
ACE;México;Siniestros;RC;;44.000;3.326;2012;13,22916667;NO AFILIADOS
ACE;México;Siniestros;RC;;3.326;251;2012;13,22916667;NO AFILIADOS
ACE;México;Primas;Carga;;252.068.000;20.279.002;2011;12,43;NO AFILIADOS
ACE;México;Primas;Carga;;20.279.002;1.631.456;2011;12,43;NO AFILIADOS
SANCOR;Argentina;Siniestros;Carga;;2.135.018.638;7.213.410;2023;295,9791;AFILIADO
ACE;México;Primas;RC;;5.575.000;448.512;2011;12,43;NO AFILIADOS
ACE;México;Primas;RC;;448.512;36.083;2011;12,43;NO AFILIADOS
ACE;México;Siniestros;Carga;;171.546.000;13.800.965;2011;12,43;NO AFILIADOS
ACE;México;Siniestros;Carga;;13.800.965;1.110.295;2011;12,43;NO AFILIADOS
ACE;México;Siniestros;RC;;68.000;5.471;2011;12,43;NO AFILIADOS
ACE;México;Siniestros;RC;;5.471;440;2011;12,43;NO AFILIADOS
ACE;México;Primas;Carga;;239.718.000;18.958.782;2010;12,64416667;NO AFILIADOS
ACE;México;Primas;Carga;;18.958.782;1.499.409;2010;12,64416667;NO AFILIADOS
ZURICH;Argentina;Siniestros;Carga;;1.886.365.262;6.373.306;2023;295,9791;AFILIADO
ALLIANZ;Argentina;Siniestros;Cascos;;19.817.413;66.955;2023;295,9791;AFILIADO
ACE;México;Primas;Cascos;;0;0;2010;12,64416667;NO AFILIADOS
ACE;México;Primas;Cascos;;0;0;2010;12,64416667;NO AFILIADOS
ACE;México;Primas;RC;;5.235.000;414.025;2010;12,64416667;NO AFILIADOS
ACE;México;Primas;RC;;414.025;32.744;2010;12,64416667;NO AFILIADOS
ACE;México;Siniestros;Carga;;144.050.000;11.392.605;2010;12,64416667;NO AFILIADOS
ACE;México;Siniestros;Carga;;11.392.605;901.017;2010;12,64416667;NO AFILIADOS
ACE;México;Siniestros;Cascos;;0;0;2010;12,64416667;NO AFILIADOS
ACE;México;Siniestros;Cascos;;0;0;2010;12,64416667;NO AFILIADOS
ACE;México;Siniestros;RC;;524.000;41.442;2010;12,64416667;NO AFILIADOS
ACE;México;Siniestros;RC;;41.442;3.278;2010;12,64416667;NO AFILIADOS
HANSEATICA;Argentina;Siniestros;Cascos;;16.495.494;55.732;2023;295,9791;AFILIADO
ACE;Panamá;Siniestros;Carga;;77.926;77.926;2015;1;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;Siniestros;Cascos;;2.057.170.384;6.950.391;2023;295,9791;AFILIADO
ACE;Panamá;Primas;Carga;;79.429;79.429;2014;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;574.392;574.392;2014;1;NO AFILIADOS
ACE;Panamá;Primas;Carga;;422.383;422.383;2013;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;3.362;3.362;2013;1;NO AFILIADOS
ACE;Panamá;Primas;Carga;;216.845;216.845;2012;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;6.530;6.530;2012;1;NO AFILIADOS
MERIDIONAL;Argentina;Siniestros;Cascos;;-6.746.448;-22.794;2023;295,9791;AFILIADO
NACION;Argentina;Siniestros;Cascos;;654.632.600;2.211.753;2023;295,9791;AFILIADO
ACE;Panamá;Primas;Carga;;216.428;216.428;2011;1;NO AFILIADOS
ACE;Panamá;Primas;Carga;;216.428;216.428;2011;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;1.298;1.298;2011;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;1.298;1.298;2011;1;NO AFILIADOS
ACE;Panamá;Primas;Carga;;-47.846;-47.846;2010;1;NO AFILIADOS
ACE;Panamá;Primas;Carga;;-47.846;-47.846;2010;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;-25.088;-25.088;2010;1;NO AFILIADOS
ACE;Panamá;Siniestros;Carga;;-25.088;-25.088;2010;1;NO AFILIADOS
ACE;Perú;Primas;Carga;;15.974.000;5.016.960;2015;3,184;NO AFILIADOS
ACE;Perú;Siniestros;Carga;;11.584.000;3.638.191;2015;3,184;NO AFILIADOS
SANCOR;Argentina;Siniestros;Cascos;;596.154.347;2.014.177;2023;295,9791;AFILIADO
ACE;Perú;Primas;Carga;;11.180.221;3.937.556;2014;2,839381133;NO AFILIADOS
ACE;Perú;Siniestros;Carga;;7.740.701;2.726.193;2014;2,839381133;NO AFILIADOS
ACE;Perú;Primas;Carga;;9.459.100;3.499.813;2013;2,702744384;NO AFILIADOS
ACE;Perú;Primas;Cascos;;0;0;2013;2,702744384;NO AFILIADOS
ACE;Perú;Siniestros;Carga;;6.789.860;2.512.209;2013;2,702744384;NO AFILIADOS
ZURICH;Argentina;Siniestros;Cascos;;3.416.087;11.542;2023;295,9791;AFILIADO
ALLIANZ;Argentina;Primas;Carga;;964.954.816;7.373.182;2022;130,8736;AFILIADO
ACE;Perú;Siniestros;Cascos;;0;0;2013;2,702744384;NO AFILIADOS
ASSEKURANSA;Argentina;Primas;Carga;;646.805.668;4.942.217;2022;130,8736;AFILIADO
ACE;Perú;Primas;Carga;;3.955.004;1.499.555;2012;2,637452459;NO AFILIADOS
ACE;Perú;Primas;Cascos;;0;0;2012;2,637452459;NO AFILIADOS
ACE;Perú;Siniestros;Carga;;6.191.460;2.347.515;2012;2,637452459;NO AFILIADOS
ACE;Perú;Siniestros;Cascos;;0;0;2012;2,637452459;NO AFILIADOS
ACE;Perú;Primas;Carga;;5.039.860;1.830.169;2011;2,753767808;NO AFILIADOS
ACE;Perú;Primas;Cascos;;0;0;2011;2,753767808;NO AFILIADOS
ACE;Perú;Siniestros;Carga;;3.737.751;1.357.322;2011;2,753767808;NO AFILIADOS
ACE;Perú;Siniestros;Cascos;;0;0;2011;2,753767808;NO AFILIADOS
ACE;Perú;Primas;Carga;;3.490.789;1.235.638;2010;2,825089863;NO AFILIADOS
ACE;Perú;Primas;Cascos;;0;0;2010;2,825089863;NO AFILIADOS
ACE;Perú;Siniestros;Carga;;2.618.418;926.844;2010;2,825089863;NO AFILIADOS
ACE;Perú;Siniestros;Cascos;;0;0;2010;2,825089863;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;Terrestre;77.851;77.851;2024;1;NO AFILIADOS
HANSEÁTICA;Argentina;Primas;Carga;;1.653.015.384;12.630.625;2022;130,8736;AFILIADO
ACERTA;Panamá;Primas;Carga;Marítimo;59.775;59.775;2024;1;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;Primas;Carga;;545.590.599;4.168.836;2022;130,8736;AFILIADO
ACERTA;Panamá;Primas;Cascos;Marítimo;552.830;552.830;2024;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;Terrestre;11.108;11.108;2024;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;Marítimo;8.565;8.565;2024;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;Terrestre;70.862;70.862;2023;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;Marítimo;57.978;57.978;2023;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;Marítimo;789.870;789.870;2023;1;NO AFILIADOS
MERIDIONAL;Argentina;Primas;Carga;;826.354.990;6.314.146;2022;130,8736;AFILIADO
ACERTA;Panamá;Siniestros;Carga;Terrestre;628;628;2023;1;NO AFILIADOS
NACIÓN;Argentina;Primas;Carga;;516.550.917;3.946.945;2022;130,8736;AFILIADO
ACERTA;Panamá;Siniestros;Carga;Marítimo;522;522;2023;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;Marítimo;8.299;8.299;2023;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;TRANSPORTE DE Carga TERRESTRE;49.014;49.014;2022;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;TRANSPORTE DE Carga MARÍTIMO;428.698;428.698;2022;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;681.342;681.342;2022;1;NO AFILIADOS
ACERTA;Panamá;SINIESTROS;Carga;TRANSPORTE DE Carga TERRESTRE;1.473;1.473;2022;1;NO AFILIADOS
ACERTA;Panamá;SINIESTROS;Cascos;;2.618;2.618;2022;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;TERRESTRE;59.504;59.504;2020;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;MARITIMO;3.440;3.440;2020;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;353.806;353.806;2020;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;TERRESTRE;6.670;6.670;2020;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;;3.601.458;3.601.458;2020;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;200.017;200.017;2019;1;NO AFILIADOS
SANCOR;Argentina;Primas;Carga;;1.457.384.575;11.135.818;2022;130,8736;AFILIADO
ACERTA;Panamá;Primas;Cascos;;577.735;577.735;2019;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;394.689;394.689;2018;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;Cascos Marítimos;802.654;802.654;2018;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;;;105.312;2018;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;Cascos Marítimos;;566.525;2018;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;799.385;799.385;2017;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;Cascos Marítimos;795.193;795.193;2017;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;;;900.100;2017;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;Cascos Marítimos;;72.403;2017;1;NO AFILIADOS
ZURICH;Argentina;Primas;Carga;;3.519.814.111;26.894.760;2022;130,8736;AFILIADO
ALLIANZ;Argentina;Primas;Cascos;;69.878.312;533.937;2022;130,8736;AFILIADO
ACERTA;Panamá;Primas;Carga;;906.010;906.010;2016;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;775.565;775.565;2016;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;;65.899;65.899;2016;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;;282.586;282.586;2016;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;1.065.747;1.065.747;2015;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;;50.969;50.969;2015;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;;156.895;156.895;2015;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;746.434;746.434;2014;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;989.999;989.999;2014;1;NO AFILIADOS
HANSEÁTICA;Argentina;Primas;Cascos;;5.326.498;40.700;2022;130,8736;AFILIADO
ACERTA;Panamá;Siniestros;Carga;;114.271;114.271;2014;1;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;Primas;Cascos;;1.175.151.162;8.979.284;2022;130,8736;AFILIADO
ACERTA;Panamá;Siniestros;Cascos;;462.376;462.376;2014;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;431.954;431.954;2013;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;850.196;850.196;2013;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;;10.959;10.959;2013;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;;5.058;5.058;2013;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;296.182;296.182;2012;1;NO AFILIADOS
MERIDIONAL;Argentina;Primas;Cascos;;459.430.219;3.510.488;2022;130,8736;AFILIADO
NACIÓN;Argentina;Primas;Cascos;;234.877.850;1.794.692;2022;130,8736;AFILIADO
ACERTA;Panamá;Primas;Cascos;;714.310;714.310;2012;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Carga;;6.362;6.362;2012;1;NO AFILIADOS
ACERTA;Panamá;Siniestros;Cascos;;1.271;1.271;2012;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;117.431;117.431;2011;1;NO AFILIADOS
ACERTA;Panamá;Primas;Carga;;117.431;117.431;2011;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;375.587;375.587;2011;1;NO AFILIADOS
ACERTA;Panamá;Primas;Cascos;;375.587;375.587;2011;1;NO AFILIADOS
ACERTA ;Panamá;Primas;Carga;TRANSPORTE DE Carga TERRESTRE;41.674;41.674;2021;1;NO AFILIADOS
ACERTA ;Panamá;Primas;Carga;TRANSPORTE DE Carga MARÍTIMO;9.546;9.546;2021;1;NO AFILIADOS
ACERTA ;Panamá;Primas;Cascos;Cascos MARITIMOS;1.266.431;1.266.431;2021;1;NO AFILIADOS
SANCOR;Argentina;Primas;Cascos;;561.103.185;4.287.367;2022;130,8736;AFILIADO
ACERTA ;Panamá;Siniestros;Carga;TRANSPORTE DE Carga TERRESTRE;2.833;2.833;2021;1;NO AFILIADOS
ACERTA ;Panamá;Siniestros;Cascos;Cascos MARITIMOS;1.170.439;1.170.439;2021;1;NO AFILIADOS
ACERTA ;Panamá;Siniestros;Carga;;123.508;123.508;2019;1;NO AFILIADOS
ACERTA ;Panamá;Siniestros;Cascos;;404.560;404.560;2019;1;NO AFILIADOS
ACSA;El Salvador;Primas;Carga;Marítima;1.738.825;1.738.825;2022;1;NO AFILIADOS
ACSA;El Salvador;Primas;Carga;Aérea;322.371;322.371;2022;1;NO AFILIADOS
ZURICH  ;Argentina;Primas;Cascos;;7.632.558;58.320;2022;130,8736;AFILIADO
ALLIANZ;Argentina;SINIESTROS;Carga;;77.187.359;589.786;2022;130,8736;AFILIADO
ACSA;El Salvador;Primas;Carga;Terrestre;953.507;953.507;2022;1;NO AFILIADOS
ASSEKURANSA;Argentina;SINIESTROS;Carga;;55.778.824;426.204;2022;130,8736;AFILIADO
ACSA;El Salvador;Siniestros;Carga;Marítima;430.324;430.324;2022;1;NO AFILIADOS
ACSA;El Salvador;Siniestros;Carga;Aérea;107.900;107.900;2022;1;NO AFILIADOS
ACSA;El Salvador;Siniestros;Carga;Terrestre;330.214;330.214;2022;1;NO AFILIADOS
ACSA;El Salvador;Primas;Cascos;;651.272;651.272;2022;1;NO AFILIADOS
ACSA;El Salvador;Siniestros;Cascos;;328.907;328.907;2022;1;NO AFILIADOS
ADEMI;República Dominicana;Primas;Carga;Transporte;33.515;564;2024;59,421;NO AFILIADOS
ADEMI;República Dominicana;Primas;Cascos;Naves Marítimas y Aéreas ;4.880;82;2024;59,421;NO AFILIADOS
ADEMI;República Dominicana;Primas;Carga;;82.848;1.479;2023;56,006;NO AFILIADOS
ADEMI;República Dominicana;Siniestros;Carga;;1.679;30;2023;56,006;NO AFILIADOS
ADEMI;República Dominicana;Primas;Cascos;;30.843;562;2022;54,915;NO AFILIADOS
ADEMI;República Dominicana;Primas;Carga;;600.161;10.625;2020;56,486;NO AFILIADOS
ADEMI;República Dominicana;Primas;Cascos;;4.534.361;80.274;2020;56,486;NO AFILIADOS
ADEMI;República Dominicana;Primas;Carga;;1.681.561;32.797;2019;51,272;NO AFILIADOS
HANSEÁTICA;Argentina;SINIESTROS;Carga;;82.550.787;630.767;2022;130,8736;AFILIADO
ADEMI;República Dominicana;Primas;Cascos;;5.413.129;105.577;2019;51,272;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;SINIESTROS;Carga;;-16.589.521;-126.760;2022;130,8736;AFILIADO
ADEMI;República Dominicana;Primas;Carga;Transporte marítimo, aéreo y terrestre;1.572.199;31.746;2018;49,525;NO AFILIADOS
ADEMI;República Dominicana;Primas;Cascos;Cascos Marítimos;63.419;1.281;2018;49,525;NO AFILIADOS
ADEMI;República Dominicana;Siniestros;Carga;Transporte marítimo, aéreo y terrestre;3.637;73;2018;49,525;NO AFILIADOS
ADEMI;República Dominicana;Primas;Carga;Transporte marítimo, aéreo y terrestre;495.653;10.465;2017;47,361;NO AFILIADOS
ADEMI;República Dominicana;Primas;Cascos;Cascos Marítimos;59.814;1.263;2017;47,361;NO AFILIADOS
ADEMI;República Dominicana;Siniestros;Carga;Transporte marítimo, aéreo y terrestre;0;0;2017;47,361;NO AFILIADOS
MERIDIONAL;Argentina;SINIESTROS;Carga;;36.981.188;282.572;2022;130,8736;AFILIADO
ADISA;Costa Rica;Primas;Carga;Mercancías transportadas;347.050.000;672.864;2024;515,78;NO AFILIADOS
NACIÓN;Argentina;SINIESTROS;Carga;;68.226.778;521.318;2022;130,8736;AFILIADO
ADISA;Costa Rica;Primas;Carga;Mercancías transportadas;208.609.544;386.235;2023;540,11;NO AFILIADOS
ADISA;Costa Rica;Siniestros;Carga;Mercancías transportadas;2.773.266;5.135;2023;540,11;NO AFILIADOS
ADISA;Panamá;Primas;Carga;;1.947;1.947;2015;1;NO AFILIADOS
ADISA;Panamá;Primas;Cascos;;5.418;5.418;2015;1;NO AFILIADOS
ADISA;Panamá;Siniestros;Carga;;2.260.500;2.260.500;2014;1;NO AFILIADOS
ADISA;Panamá;Siniestros;Cascos;;72.106;72.106;2014;1;NO AFILIADOS
ADRIÁTICA;Venezuela;Primas;Carga;;0;0;2012;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Primas;Cascos;;0;0;2012;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Siniestros;Carga;;0;0;2012;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Siniestros;Cascos;;0;0;2012;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Primas;Carga;;0;0;2011;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Primas;Cascos;;0;0;2011;4,2893;NO AFILIADOS
SANCOR;Argentina;SINIESTROS;Carga;;236.239.818;1.805.099;2022;130,8736;AFILIADO
ADRIÁTICA;Venezuela;Siniestros;Carga;;0;0;2011;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Siniestros;Cascos;;0;0;2011;4,2893;NO AFILIADOS
ADRIÁTICA;Venezuela;Primas;Carga;;0;0;2010;4,230570411;NO AFILIADOS
ADRIÁTICA;Venezuela;Primas;Cascos;;0;0;2010;4,230570411;NO AFILIADOS
ADRIÁTICA;Venezuela;Siniestros;Carga;;0;0;2010;4,230570411;NO AFILIADOS
ADRIÁTICA;Venezuela;Siniestros;Cascos;;0;0;2010;4,230570411;NO AFILIADOS
AFIRME;México;Primas;Carga;;109.589.240;5.985.278;2024;18,3098;NO AFILIADOS
AFIRME;México;Primas;Cascos;;126.807.264;6.925.650;2024;18,3098;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;24.445.868;1.335.125;2024;18,3098;NO AFILIADOS
ZURICH;Argentina;SINIESTROS;Carga;;290.556.074;2.220.127;2022;130,8736;AFILIADO
ALLIANZ ;Argentina;SINIESTROS;Cascos;;15.215.306;116.260;2022;130,8736;AFILIADO
AFIRME;México;Siniestros;Cascos;;55.330.854;3.021.926;2024;18,3098;NO AFILIADOS
AFIRME;México;Primas;Carga;;128.363.016;7.242.001;2023;17,7248;NO AFILIADOS
AFIRME;México;Primas;Cascos;;233.878.799;13.195.004;2023;17,7248;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;68.412.578;3.859.709;2023;17,7248;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;427.582.732;24.123.416;2023;17,7248;NO AFILIADOS
AFIRME;México;Primas;Carga;;189.961.798;9.453.328;2022;20,0947;NO AFILIADOS
AFIRME;México;Primas;Cascos;;230.423.794;11.466.894;2022;20,0947;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;194.472.512;9.677.801;2022;20,0947;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;127.771.156;6.358.451;2022;20,0947;NO AFILIADOS
HANSEÁTICA;Argentina;SINIESTROS;Cascos;;-4.605.564;-35.191;2022;130,8736;AFILIADO
AFIRME;México;Primas;Carga;;303.350.000;14.963.104;2021;20,2732;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;SINIESTROS;Cascos;;155.662.218;1.189.409;2022;130,8736;AFILIADO
AFIRME;México;Primas;Cascos;;506.600.000;24.988.655;2021;20,2732;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;199.610.858;9.846.046;2021;20,2732;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;172.210.000;8.494.466;2021;20,2732;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;67.820.921;3.345.349;2021;20,2732;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;-15.150;-747;2021;20,2732;NO AFILIADOS
AFIRME;México;Primas;Carga;;344.680.000;16.053.132;2020;21,4712;NO AFILIADOS
MERIDIONAL;Argentina;SINIESTROS;Cascos;;92.381.319;705.882;2022;130,8736;AFILIADO
NACIÓN;Argentina;SINIESTROS;Cascos;;41.779.641;319.237;2022;130,8736;AFILIADO
AFIRME;México;Primas;Cascos;;561.770.000;26.163.885;2020;21,4712;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;182.400.000;8.495.100;2020;21,4712;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;1.570.000;73.121;2020;21,4712;NO AFILIADOS
AFIRME;México;Primas;Carga;;303.352.672;15.759.317;2019;19,2491;NO AFILIADOS
AFIRME;México;Primas;Cascos;;561.582.000;29.174.455;2019;19,2491;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;208.058.000;10.808.713;2019;19,2491;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;63.889.000;3.319.064;2019;19,2491;NO AFILIADOS
AFIRME;México;Primas;Carga;;227.250.000;11.799.065;2018;19,26;NO AFILIADOS
AFIRME;México;Primas;Cascos;Cascos Marítimos;236.048.000;12.255.867;2018;19,26;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;55.494.000;2.881.308;2018;19,26;NO AFILIADOS
SANCOR;Argentina;SINIESTROS;Cascos;;205.066.297;1.566.903;2022;130,8736;AFILIADO
AFIRME;México;Siniestros;Cascos;Cascos Marítimos;78.566.000;4.079.232;2018;19,26;NO AFILIADOS
AFIRME;México;Primas;Carga;;94.860.000;5.024.364;2017;18,88;NO AFILIADOS
AFIRME;México;Primas;Cascos;Cascos Marítimos;219.301.000;11.615.519;2017;18,88;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;44.271.241;2.344.875;2017;18,88;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;Cascos Marítimos;-8.749.388;-463.421;2017;18,88;NO AFILIADOS
AFIRME;México;Primas;Carga;;99.195.000;5.308.065;2016;18,6876;NO AFILIADOS
ZURICH;Argentina;SINIESTROS;Cascos;;3.996.984;30.541;2022;130,8736;AFILIADO
ALLIANZ  ;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;588.517.589;6.189.501;2021;95,0832;AFILIADO
AFIRME;México;Primas;Cascos;;99.195.000;5.308.065;2016;18,6876;NO AFILIADOS
ASSEKURANSA;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;404.623.608;4.255.469;2021;95,0832;AFILIADO
AFIRME;México;Siniestros;Carga;;24.828.000;1.328.582;2016;18,6876;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;132.425.000;7.086.250;2016;18,6876;NO AFILIADOS
AFIRME;México;Primas;Carga;;74.539.710;4.701.582;2015;15,85417589;NO AFILIADOS
AFIRME;México;Primas;Cascos;;139.196.964;8.779.830;2015;15,85417589;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;41.101.931;2.592.499;2015;15,85417589;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;113.964.598;7.188.302;2015;15,85417589;NO AFILIADOS
AFIRME;México;Primas;Carga;;68.775.000;5.169.817;2014;13,30317968;NO AFILIADOS
AFIRME;México;Primas;Cascos;;186.243.000;13.999.886;2014;13,30317968;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;17.894.000;1.345.092;2014;13,30317968;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;86.439.000;6.497.620;2014;13,30317968;NO AFILIADOS
AFIRME;México;Primas;Carga;;61.062.000;4.784.064;2013;12,7636263;NO AFILIADOS
AFIRME;México;Primas;Carga;;4.792.235;375.460;2013;12,7636263;NO AFILIADOS
AFIRME;México;Primas;Cascos;;162.033.000;12.694.903;2013;12,7636263;NO AFILIADOS
HANSEÁTICA;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;771.476.537;8.113.700;2021;95,0832;AFILIADO
AFIRME;México;Primas;Cascos;;12.716.586;996.315;2013;12,7636263;NO AFILIADOS
HOLANDO SUDAMERICANA;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;315.508.966;3.318.241;2021;95,0832;AFILIADO
AFIRME;México;Primas;RC;;46.179.000;3.618.016;2013;12,7636263;NO AFILIADOS
AFIRME;México;Primas;RC;;3.624.195;283.947;2013;12,7636263;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;23.384.000;1.832.081;2013;12,7636263;NO AFILIADOS
AFIRME;México;Siniestros;Carga;;1.835.210;143.784;2013;12,7636263;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;29.501.000;2.311.334;2013;12,7636263;NO AFILIADOS
AFIRME;México;Siniestros;Cascos;;2.315.282;181.397;2013;12,7636263;NO AFILIADOS
MERIDIONAL;Argentina;Primas;Carga;TRANSPORTE DE MERCADERIAS;473.761.932;4.982.604;2021;95,0832;AFILIADO
